Date,Shape,Spacing_cm,Irradiance_Wm2,AmbientTemp_C,CellTemp_C,Voc_V,Isc_A,Vm_V,Im_A,Pm_W,FF
2024-08-12,V-Shape,62,6.41,30.14,33.3,80.7,0.01,64.56,0.008,0.52,0.67
2024-08-12,V-Shape,77,6.41,30.14,29.3,81.97,0.01,65.57,0.008,0.52,0.67
2024-08-12,V-Shape,93,6.41,30.14,26.3,82.92,0.009,66.33,0.008,0.53,0.67
2024-08-12,Inverted-V,62,6.6,30.14,32.3,81.01,0.01,64.81,0.008,0.53,0.67
2024-08-12,Inverted-V,77,6.6,30.14,28.3,82.28,0.01,65.83,0.008,0.54,0.67
2024-08-12,Inverted-V,93,6.6,30.14,25.3,83.23,0.01,66.59,0.008,0.54,0.67
2024-08-15,Flat,62,5.41,29.4,33.54,80.63,0.008,64.5,0.007,0.44,0.67
2024-08-15,Flat,77,5.41,29.4,29.54,81.89,0.008,65.51,0.007,0.44,0.67
2024-08-15,Flat,93,5.41,29.4,26.54,82.84,0.008,66.27,0.007,0.44,0.67
2024-08-15,V-Shape,62,5.68,29.4,32.54,80.94,0.008,64.75,0.007,0.46,0.67
2024-08-15,V-Shape,77,5.68,29.4,28.54,82.21,0.008,65.77,0.007,0.46,0.67
2024-08-15,V-Shape,93,5.68,29.4,25.54,83.16,0.008,66.53,0.007,0.47,0.67
2024-08-15,Inverted-V,62,5.84,29.4,31.55,81.26,0.009,65.0,0.007,0.47,0.67
2024-08-15,Inverted-V,77,5.84,29.4,27.55,82.52,0.009,66.02,0.007,0.48,0.67
2024-08-15,Inverted-V,93,5.84,29.4,24.55,83.47,0.009,66.78,0.007,0.48,0.67
2024-08-18,Flat,62,5.04,27.91,32.04,81.1,0.007,64.88,0.006,0.41,0.67
2024-08-18,Flat,77,5.04,27.91,28.04,82.37,0.007,65.89,0.006,0.41,0.67
2024-08-18,Flat,93,5.04,27.91,25.04,83.32,0.007,66.65,0.006,0.42,0.67
2024-08-18,V-Shape,62,5.3,27.91,31.04,81.41,0.008,65.13,0.007,0.43,0.67
2024-08-18,V-Shape,77,5.3,27.91,27.04,82.68,0.008,66.15,0.007,0.43,0.67
2024-08-18,V-Shape,93,5.3,27.91,24.04,83.63,0.008,66.9,0.007,0.44,0.67
2024-08-18,Inverted-V,62,5.45,27.91,30.05,81.73,0.008,65.38,0.007,0.44,0.67
2024-08-18,Inverted-V,77,5.45,27.91,26.05,83.0,0.008,66.4,0.007,0.45,0.67
2024-08-18,Inverted-V,93,5.45,27.91,23.05,83.95,0.008,67.16,0.007,0.45,0.67
2024-08-23,Flat,62,6.15,28.44,32.59,80.92,0.009,64.74,0.008,0.5,0.67
2024-08-23,Flat,77,6.15,28.44,28.59,82.19,0.009,65.75,0.008,0.5,0.67
2024-08-23,Flat,93,6.15,28.44,25.59,83.14,0.009,66.51,0.008,0.51,0.67
2024-08-23,V-Shape,62,6.46,28.44,31.6,81.24,0.01,64.99,0.008,0.52,0.67
2024-08-23,V-Shape,77,6.46,28.44,27.6,82.5,0.01,66.0,0.008,0.53,0.67
2024-08-23,V-Shape,93,6.46,28.44,24.6,83.45,0.01,66.76,0.008,0.53,0.67
2024-08-23,Inverted-V,62,6.65,28.44,30.61,81.55,0.01,65.24,0.008,0.54,0.67
2024-08-23,Inverted-V,77,6.65,28.44,26.61,82.82,0.01,66.26,0.008,0.55,0.67
2024-08-23,Inverted-V,93,6.65,28.44,23.61,83.77,0.01,67.02,0.008,0.55,0.67
2024-08-24,Flat,62,5.21,28.26,32.39,80.99,0.008,64.79,0.006,0.42,0.67
2024-08-24,Flat,77,5.21,28.26,28.39,82.25,0.008,65.8,0.006,0.43,0.67
2024-08-24,Flat,93,5.21,28.26,25.39,83.2,0.008,66.56,0.006,0.43,0.67
2024-08-24,V-Shape,62,5.47,28.26,31.4,81.3,0.008,65.04,0.007,0.44,0.67
2024-08-24,V-Shape,77,5.47,28.26,27.4,82.57,0.008,66.06,0.007,0.45,0.67
2024-08-24,V-Shape,93,5.47,28.26,24.4,83.52,0.008,66.82,0.007,0.45,0.67
2024-08-24,Inverted-V,62,5.63,28.26,30.4,81.62,0.008,65.29,0.007,0.46,0.67
2024-08-24,Inverted-V,77,5.63,28.26,26.4,82.88,0.008,66.31,0.007,0.46,0.67
2024-08-24,Inverted-V,93,5.63,28.26,23.4,83.83,0.008,67.07,0.007,0.47,0.67
2024-08-25,Flat,62,5.91,28.13,32.28,81.02,0.009,64.82,0.007,0.48,0.67
2024-08-25,Flat,77,5.91,28.13,28.28,82.29,0.009,65.83,0.007,0.48,0.67
2024-08-25,Flat,93,5.91,28.13,25.28,83.24,0.009,66.59,0.007,0.49,0.67
2024-08-25,V-Shape,62,6.21,28.13,31.29,81.34,0.009,65.07,0.008,0.5,0.67
2024-08-25,V-Shape,77,6.21,28.13,27.29,82.6,0.009,66.08,0.008,0.51,0.67
2024-08-25,V-Shape,93,6.21,28.13,24.29,83.55,0.009,66.84,0.008,0.51,0.67
2024-08-25,Inverted-V,62,6.38,28.13,30.29,81.65,0.009,65.32,0.008,0.52,0.67
2024-08-25,Inverted-V,77,6.38,28.13,26.29,82.92,0.009,66.34,0.008,0.52,0.67
2024-08-25,Inverted-V,93,6.38,28.13,23.29,83.87,0.009,67.1,0.008,0.53,0.67
2024-08-26,Flat,62,5.41,28.49,32.63,80.91,0.008,64.73,0.007,0.44,0.67
2024-08-26,Flat,77,5.41,28.49,28.63,82.18,0.008,65.74,0.007,0.44,0.67
2024-08-26,Flat,93,5.41,28.49,25.63,83.13,0.008,66.5,0.007,0.44,0.67
2024-08-26,V-Shape,62,5.68,28.49,31.63,81.23,0.008,64.98,0.007,0.46,0.67
2024-08-26,V-Shape,77,5.68,28.49,27.63,82.49,0.008,66.0,0.007,0.46,0.67
2024-08-26,V-Shape,93,5.68,28.49,24.63,83.44,0.008,66.76,0.007,0.47,0.67
2024-08-26,Inverted-V,62,5.84,28.49,30.64,81.54,0.009,65.23,0.007,0.47,0.67
2024-08-26,Inverted-V,77,5.84,28.49,26.64,82.81,0.009,66.25,0.007,0.48,0.67
2024-08-26,Inverted-V,93,5.84,28.49,23.64,83.76,0.009,67.01,0.007,0.48,0.67
2024-08-27,Flat,62,5.18,28.11,32.24,81.04,0.008,64.83,0.006,0.42,0.67
2024-08-27,Flat,77,5.18,28.11,28.24,82.3,0.008,65.84,0.006,0.42,0.67
2024-08-27,Flat,93,5.18,28.11,25.24,83.25,0.008,66.6,0.006,0.43,0.67
2024-08-27,V-Shape,62,5.43,28.11,31.25,81.35,0.008,65.08,0.007,0.44,0.67
2024-08-27,V-Shape,77,5.43,28.11,27.25,82.62,0.008,66.09,0.007,0.44,0.67
2024-08-27,V-Shape,93,5.43,28.11,24.25,83.57,0.008,66.85,0.007,0.45,0.67
2024-08-27,Inverted-V,62,5.59,28.11,30.25,81.67,0.008,65.33,0.007,0.45,0.67
2024-08-27,Inverted-V,77,5.59,28.11,26.25,82.93,0.008,66.35,0.007,0.46,0.67
2024-08-27,Inverted-V,93,5.59,28.11,23.25,83.88,0.008,67.11,0.007,0.46,0.67
2024-09-04,Flat,62,5.51,28.75,32.89,80.83,0.008,64.66,0.007,0.44,0.67
2024-09-04,Flat,77,5.51,28.75,28.89,82.1,0.008,65.68,0.007,0.45,0.67
2024-09-04,Flat,93,5.51,28.75,25.89,83.05,0.008,66.44,0.007,0.45,0.67
2024-09-04,V-Shape,62,5.78,28.75,31.89,81.14,0.009,64.92,0.007,0.47,0.67
2024-09-04,V-Shape,77,5.78,28.75,27.89,82.41,0.009,65.93,0.007,0.47,0.67
2024-09-04,V-Shape,93,5.78,28.75,24.89,83.36,0.009,66.69,0.007,0.48,0.67
2024-09-04,Inverted-V,62,5.95,28.75,30.9,81.46,0.009,65.17,0.007,0.48,0.67
2024-09-04,Inverted-V,77,5.95,28.75,26.9,82.73,0.009,66.18,0.007,0.49,0.67
2024-09-04,Inverted-V,93,5.95,28.75,23.9,83.68,0.009,66.94,0.007,0.49,0.67
2024-09-05,Flat,62,5.97,29.73,33.88,80.52,0.009,64.41,0.007,0.48,0.67
2024-09-05,Flat,77,5.97,29.73,29.88,81.78,0.009,65.43,0.007,0.49,0.67
2024-09-05,Flat,93,5.97,29.73,26.88,82.73,0.009,66.19,0.007,0.49,0.67
2024-09-05,V-Shape,62,6.27,29.73,32.89,80.83,0.009,64.66,0.008,0.51,0.67
2024-09-05,V-Shape,77,6.27,29.73,28.89,82.1,0.009,65.68,0.008,0.51,0.67
2024-09-05,V-Shape,93,6.27,29.73,25.89,83.05,0.009,66.44,0.008,0.52,0.67
2024-09-05,Inverted-V,62,6.45,29.73,31.89,81.15,0.01,64.92,0.008,0.52,0.67
2024-09-05,Inverted-V,77,6.45,29.73,27.89,82.41,0.01,65.93,0.008,0.53,0.67
2024-09-05,Inverted-V,93,6.45,29.73,24.89,83.36,0.01,66.69,0.008,0.53,0.67
2024-09-06,Flat,62,5.14,29.0,33.13,80.75,0.008,64.6,0.006,0.41,0.67
2024-09-06,Flat,77,5.14,29.0,29.13,82.02,0.008,65.62,0.006,0.42,0.67
2024-09-06,Flat,93,5.14,29.0,26.13,82.97,0.008,66.38,0.006,0.42,0.67
2024-09-06,V-Shape,62,5.4,29.0,32.13,81.07,0.008,64.86,0.007,0.44,0.67
2024-09-06,V-Shape,77,5.4,29.0,28.13,82.34,0.008,65.87,0.007,0.44,0.67
2024-09-06,V-Shape,93,5.4,29.0,25.13,83.29,0.008,66.63,0.007,0.44,0.67
2024-09-06,Inverted-V,62,5.55,29.0,31.14,81.38,0.008,65.11,0.007,0.45,0.67
2024-09-06,Inverted-V,77,5.55,29.0,27.14,82.65,0.008,66.12,0.007,0.45,0.67
2024-09-06,Inverted-V,93,5.55,29.0,24.14,83.6,0.008,66.88,0.007,0.46,0.67
2024-09-07,Flat,62,5.32,29.31,33.44,80.65,0.008,64.52,0.007,0.43,0.67
2024-09-07,Flat,77,5.32,29.31,29.44,81.92,0.008,65.54,0.007,0.43,0.67
2024-09-07,Flat,93,5.32,29.31,26.44,82.87,0.008,66.3,0.007,0.44,0.67
2024-09-07,V-Shape,62,5.59,29.31,32.45,80.97,0.008,64.78,0.007,0.45,0.67
2024-09-07,V-Shape,77,5.59,29.31,28.45,82.24,0.008,65.79,0.007,0.46,0.67
2024-09-07,V-Shape,93,5.59,29.31,25.45,83.19,0.008,66.55,0.007,0.46,0.67
2024-09-07,Inverted-V,62,5.75,29.31,31.45,81.28,0.009,65.03,0.007,0.47,0.67
2024-09-07,Inverted-V,77,5.75,29.31,27.45,82.55,0.009,66.04,0.007,0.47,0.67
2024-09-07,Inverted-V,93,5.75,29.31,24.45,83.5,0.008,66.8,0.007,0.47,0.67
2024-09-10,Flat,62,5.06,28.96,33.09,80.77,0.008,64.61,0.006,0.41,0.67
2024-09-10,Flat,77,5.06,28.96,29.09,82.03,0.007,65.63,0.006,0.41,0.67
2024-09-10,Flat,93,5.06,28.96,26.09,82.98,0.007,66.39,0.006,0.42,0.67
2024-09-10,V-Shape,62,5.31,28.96,32.09,81.08,0.008,64.87,0.007,0.43,0.67
2024-09-10,V-Shape,77,5.31,28.96,28.09,82.35,0.008,65.88,0.007,0.43,0.67
2024-09-10,V-Shape,93,5.31,28.96,25.09,83.3,0.008,66.64,0.007,0.44,0.67
2024-09-10,Inverted-V,62,5.46,28.96,31.1,81.4,0.008,65.12,0.007,0.44,0.67
2024-09-10,Inverted-V,77,5.46,28.96,27.1,82.66,0.008,66.13,0.007,0.45,0.67
2024-09-10,Inverted-V,93,5.46,28.96,24.1,83.61,0.008,66.89,0.007,0.45,0.67
2024-09-12,Flat,62,5.82,29.18,33.33,80.69,0.009,64.55,0.007,0.47,0.67
2024-09-12,Flat,77,5.82,29.18,29.33,81.96,0.009,65.57,0.007,0.47,0.67
2024-09-12,Flat,93,5.82,29.18,26.33,82.91,0.009,66.33,0.007,0.48,0.67
2024-09-12,V-Shape,62,6.11,29.18,32.33,81.01,0.009,64.8,0.008,0.49,0.67
2024-09-12,V-Shape,77,6.11,29.18,28.33,82.27,0.009,65.82,0.008,0.5,0.67
2024-09-12,V-Shape,93,6.11,29.18,25.33,83.22,0.009,66.58,0.008,0.5,0.67
2024-09-12,Inverted-V,62,6.29,29.18,31.34,81.32,0.009,65.06,0.008,0.51,0.67
2024-09-12,Inverted-V,77,6.29,29.18,27.34,82.59,0.009,66.07,0.008,0.51,0.67
2024-09-12,Inverted-V,93,6.29,29.18,24.34,83.54,0.009,66.83,0.008,0.52,0.67
2024-09-13,Flat,62,6.14,29.59,33.74,80.56,0.009,64.45,0.008,0.49,0.67
2024-09-13,Flat,77,6.14,29.59,29.74,81.83,0.009,65.46,0.008,0.5,0.67
2024-09-13,Flat,93,6.14,29.59,26.74,82.78,0.009,66.22,0.008,0.5,0.67
2024-09-13,V-Shape,62,6.45,29.59,32.75,80.87,0.01,64.7,0.008,0.52,0.67
2024-09-13,V-Shape,77,6.45,29.59,28.75,82.14,0.01,65.71,0.008,0.53,0.67
2024-09-13,V-Shape,93,6.45,29.59,25.75,83.09,0.01,66.47,0.008,0.53,0.67
2024-09-13,Inverted-V,62,6.63,29.59,31.76,81.19,0.01,64.95,0.008,0.54,0.67
2024-09-13,Inverted-V,77,6.63,29.59,27.76,82.46,0.01,65.96,0.008,0.54,0.67
2024-09-13,Inverted-V,93,6.63,29.59,24.76,83.41,0.01,66.72,0.008,0.55,0.67
2024-09-14,Flat,62,5.24,29.76,33.89,80.51,0.008,64.41,0.007,0.42,0.67
2024-09-14,Flat,77,5.24,29.76,29.89,81.78,0.008,65.42,0.007,0.43,0.67
2024-09-14,Flat,93,5.24,29.76,26.89,82.73,0.008,66.18,0.006,0.43,0.67
2024-09-14,V-Shape,62,5.5,29.76,32.9,80.83,0.008,64.66,0.007,0.44,0.67
2024-09-14,V-Shape,77,5.5,29.76,28.9,82.09,0.008,65.68,0.007,0.45,0.67
2024-09-14,V-Shape,93,5.5,29.76,25.9,83.04,0.008,66.44,0.007,0.45,0.67
2024-09-14,Inverted-V,62,5.66,29.76,31.9,81.14,0.008,64.91,0.007,0.46,0.67
2024-09-14,Inverted-V,77,5.66,29.76,27.9,82.41,0.008,65.93,0.007,0.46,0.67
2024-09-14,Inverted-V,93,5.66,29.76,24.9,83.36,0.008,66.69,0.007,0.47,0.67
2024-09-15,Flat,62,5.91,30.51,34.66,80.27,0.009,64.22,0.007,0.47,0.67
2024-09-15,Flat,77,5.91,30.51,30.66,81.54,0.009,65.23,0.007,0.48,0.67
2024-09-15,Flat,93,5.91,30.51,27.66,82.49,0.009,65.99,0.007,0.48,0.67
2024-09-15,V-Shape,62,6.21,30.51,33.67,80.58,0.009,64.47,0.008,0.5,0.67
2024-09-15,V-Shape,77,6.21,30.51,29.67,81.85,0.009,65.48,0.008,0.5,0.67
2024-09-15,V-Shape,93,6.21,30.51,26.67,82.8,0.009,66.24,0.008,0.51,0.67
2024-09-15,Inverted-V,62,6.39,30.51,32.67,80.9,0.009,64.72,0.008,0.51,0.67
2024-09-15,Inverted-V,77,6.39,30.51,28.67,82.17,0.009,65.73,0.008,0.52,0.67
2024-09-15,Inverted-V,93,6.39,30.51,25.67,83.12,0.009,66.49,0.008,0.53,0.67
2024-09-16,Flat,62,6.81,30.69,34.86,80.21,0.01,64.16,0.009,0.55,0.67
2024-09-16,Flat,77,6.81,30.69,30.86,81.47,0.01,65.18,0.008,0.55,0.67
2024-09-16,Flat,93,6.81,30.69,27.86,82.42,0.01,65.94,0.008,0.56,0.67
2024-09-16,V-Shape,62,7.15,30.69,33.87,80.52,0.011,64.42,0.009,0.57,0.67
2024-09-16,V-Shape,77,7.15,30.69,29.87,81.79,0.011,65.43,0.009,0.58,0.67
2024-09-16,V-Shape,93,7.15,30.69,26.87,82.74,0.011,66.19,0.009,0.59,0.67
2024-09-16,Inverted-V,62,7.35,30.69,32.87,80.83,0.011,64.67,0.009,0.59,0.67
2024-09-16,Inverted-V,77,7.35,30.69,28.87,82.1,0.011,65.68,0.009,0.6,0.67
2024-09-16,Inverted-V,93,7.35,30.69,25.87,83.05,0.011,66.44,0.009,0.6,0.67
2024-09-17,Flat,62,6.5,30.84,35.0,80.16,0.01,64.13,0.008,0.52,0.67
2024-09-17,Flat,77,6.5,30.84,31.0,81.43,0.01,65.14,0.008,0.53,0.67
2024-09-17,Flat,93,6.5,30.84,28.0,82.38,0.01,65.9,0.008,0.53,0.67
2024-09-17,V-Shape,62,6.82,30.84,34.01,80.47,0.01,64.38,0.009,0.55,0.67
2024-09-17,V-Shape,77,6.82,30.84,30.01,81.74,0.01,65.39,0.008,0.55,0.67
2024-09-17,V-Shape,93,6.82,30.84,27.01,82.69,0.01,66.15,0.008,0.56,0.67
2024-09-17,Inverted-V,62,7.02,30.84,33.02,80.79,0.01,64.63,0.009,0.57,0.67
2024-09-17,Inverted-V,77,7.02,30.84,29.02,82.06,0.01,65.65,0.009,0.57,0.67
2024-09-17,Inverted-V,93,7.02,30.84,26.02,83.01,0.01,66.41,0.009,0.58,0.67
2024-09-18,Flat,62,6.99,29.9,34.07,80.45,0.01,64.36,0.009,0.56,0.67
2024-09-18,Flat,77,6.99,29.9,30.07,81.72,0.01,65.38,0.009,0.57,0.67
2024-09-18,Flat,93,6.99,29.9,27.07,82.67,0.01,66.14,0.009,0.57,0.67
2024-09-18,V-Shape,62,7.34,29.9,33.08,80.77,0.011,64.61,0.009,0.59,0.67
2024-09-18,V-Shape,77,7.34,29.9,29.08,82.03,0.011,65.63,0.009,0.6,0.67
2024-09-18,V-Shape,93,7.34,29.9,26.08,82.98,0.011,66.39,0.009,0.6,0.67
2024-09-18,Inverted-V,62,7.55,29.9,32.09,81.08,0.011,64.87,0.009,0.61,0.67
2024-09-18,Inverted-V,77,7.55,29.9,28.09,82.35,0.011,65.88,0.009,0.62,0.67
2024-09-18,Inverted-V,93,7.55,29.9,25.09,83.3,0.011,66.64,0.009,0.62,0.67
2024-09-19,Flat,62,6.48,29.85,34.01,80.47,0.01,64.38,0.008,0.52,0.67
2024-09-19,Flat,77,6.48,29.85,30.01,81.74,0.01,65.39,0.008,0.53,0.67
2024-09-19,Flat,93,6.48,29.85,27.01,82.69,0.01,66.15,0.008,0.53,0.67
2024-09-19,V-Shape,62,6.8,29.85,33.02,80.79,0.01,64.63,0.008,0.55,0.67
2024-09-19,V-Shape,77,6.8,29.85,29.02,82.06,0.01,65.64,0.008,0.55,0.67
2024-09-19,V-Shape,93,6.8,29.85,26.02,83.0,0.01,66.4,0.008,0.56,0.67
2024-09-19,Inverted-V,62,7.0,29.85,32.02,81.1,0.01,64.88,0.009,0.57,0.67
2024-09-19,Inverted-V,77,7.0,29.85,28.02,82.37,0.01,65.9,0.009,0.57,0.67
2024-09-19,Inverted-V,93,7.0,29.85,25.02,83.32,0.01,66.66,0.009,0.58,0.67
2024-09-20,Flat,62,6.17,30.11,34.26,80.39,0.009,64.32,0.008,0.49,0.67
2024-09-20,Flat,77,6.17,30.11,30.26,81.66,0.009,65.33,0.008,0.5,0.67
2024-09-20,Flat,93,6.17,30.11,27.26,82.61,0.009,66.09,0.008,0.5,0.67
2024-09-20,V-Shape,62,6.48,30.11,33.27,80.71,0.01,64.57,0.008,0.52,0.67
2024-09-20,V-Shape,77,6.48,30.11,29.27,81.98,0.01,65.58,0.008,0.53,0.67
2024-09-20,V-Shape,93,6.48,30.11,26.27,82.93,0.01,66.34,0.008,0.53,0.67
2024-09-20,Inverted-V,62,6.66,30.11,32.28,81.02,0.01,64.82,0.008,0.54,0.67
2024-09-20,Inverted-V,77,6.66,30.11,28.28,82.29,0.01,65.83,0.008,0.54,0.67
2024-09-20,Inverted-V,93,6.66,30.11,25.28,83.24,0.01,66.59,0.008,0.55,0.67
2024-09-21,Flat,62,6.72,30.1,34.27,80.39,0.01,64.31,0.008,0.54,0.67
2024-09-21,Flat,77,6.72,30.1,30.27,81.66,0.01,65.33,0.008,0.55,0.67
2024-09-21,Flat,93,6.72,30.1,27.27,82.61,0.01,66.09,0.008,0.55,0.67
2024-09-21,V-Shape,62,7.05,30.1,33.28,80.71,0.01,64.57,0.009,0.57,0.67
2024-09-21,V-Shape,77,7.05,30.1,29.28,81.97,0.01,65.58,0.009,0.57,0.67
2024-09-21,V-Shape,93,7.05,30.1,26.28,82.92,0.01,66.34,0.009,0.58,0.67
2024-09-21,Inverted-V,62,7.25,30.1,32.28,81.02,0.011,64.82,0.009,0.59,0.67
2024-09-21,Inverted-V,77,7.25,30.1,28.28,82.29,0.011,65.83,0.009,0.59,0.67
2024-09-21,Inverted-V,93,7.25,30.1,25.28,83.24,0.011,66.59,0.009,0.6,0.67
2024-09-22,Flat,62,5.93,30.23,34.38,80.36,0.009,64.29,0.007,0.48,0.67
2024-09-22,Flat,77,5.93,30.23,30.38,81.62,0.009,65.3,0.007,0.48,0.67
2024-09-22,Flat,93,5.93,30.23,27.38,82.57,0.009,66.06,0.007,0.49,0.67
2024-09-22,V-Shape,62,6.23,30.23,33.39,80.67,0.009,64.54,0.008,0.5,0.67
2024-09-22,V-Shape,77,6.23,30.23,29.39,81.94,0.009,65.55,0.008,0.51,0.67
2024-09-22,V-Shape,93,6.23,30.23,26.39,82.89,0.009,66.31,0.008,0.51,0.67
2024-09-22,Inverted-V,62,6.41,30.23,32.39,80.99,0.01,64.79,0.008,0.52,0.67
2024-09-22,Inverted-V,77,6.41,30.23,28.39,82.25,0.009,65.8,0.008,0.52,0.67
2024-09-22,Inverted-V,93,6.41,30.23,25.39,83.2,0.009,66.56,0.008,0.53,0.67
2024-09-24,Flat,62,5.08,30.26,34.39,80.36,0.008,64.28,0.006,0.41,0.67
2024-09-24,Flat,77,5.08,30.26,30.39,81.62,0.008,65.3,0.006,0.41,0.67
2024-09-24,Flat,93,5.08,30.26,27.39,82.57,0.008,66.06,0.006,0.42,0.67
2024-09-24,V-Shape,62,5.34,30.26,33.39,80.67,0.008,64.54,0.007,0.43,0.67
2024-09-24,V-Shape,77,5.34,30.26,29.39,81.94,0.008,65.55,0.007,0.43,0.67
2024-09-24,V-Shape,93,5.34,30.26,26.39,82.89,0.008,66.31,0.007,0.44,0.67
2024-09-24,Inverted-V,62,5.49,30.26,32.4,80.99,0.008,64.79,0.007,0.44,0.67
2024-09-24,Inverted-V,77,5.49,30.26,28.4,82.25,0.008,65.8,0.007,0.45,0.67
2024-09-24,Inverted-V,93,5.49,30.26,25.4,83.2,0.008,66.56,0.007,0.45,0.67
2024-09-25,Flat,62,5.43,30.81,34.95,80.18,0.008,64.14,0.007,0.44,0.67
2024-09-25,Flat,77,5.43,30.81,30.95,81.45,0.008,65.16,0.007,0.44,0.67
2024-09-25,Flat,93,5.43,30.81,27.95,82.4,0.008,65.92,0.007,0.44,0.67
2024-09-25,V-Shape,62,5.71,30.81,33.95,80.49,0.008,64.39,0.007,0.46,0.67
2024-09-25,V-Shape,77,5.71,30.81,29.95,81.76,0.008,65.41,0.007,0.46,0.67
2024-09-25,V-Shape,93,5.71,30.81,26.95,82.71,0.008,66.17,0.007,0.47,0.67
2024-09-25,Inverted-V,62,5.87,30.81,32.96,80.81,0.009,64.65,0.007,0.47,0.67
2024-09-25,Inverted-V,77,5.87,30.81,28.96,82.08,0.009,65.66,0.007,0.48,0.67
2024-09-25,Inverted-V,93,5.87,30.81,25.96,83.03,0.009,66.42,0.007,0.48,0.67
2024-09-26,Flat,62,5.2,31.34,35.47,80.01,0.008,64.01,0.007,0.42,0.67
2024-09-26,Flat,77,5.2,31.34,31.47,81.28,0.008,65.02,0.006,0.42,0.67
2024-09-26,Flat,93,5.2,31.34,28.47,82.23,0.008,65.78,0.006,0.42,0.67
2024-09-26,V-Shape,62,5.46,31.34,34.48,80.33,0.008,64.26,0.007,0.44,0.67
2024-09-26,V-Shape,77,5.46,31.34,30.48,81.59,0.008,65.28,0.007,0.44,0.67
2024-09-26,V-Shape,93,5.46,31.34,27.48,82.54,0.008,66.04,0.007,0.45,0.67
2024-09-26,Inverted-V,62,5.62,31.34,33.48,80.64,0.008,64.51,0.007,0.45,0.67
2024-09-26,Inverted-V,77,5.62,31.34,29.48,81.91,0.008,65.53,0.007,0.46,0.67
2024-09-26,Inverted-V,93,5.62,31.34,26.48,82.86,0.008,66.29,0.007,0.46,0.67
2024-09-27,Flat,62,5.43,31.31,35.45,80.02,0.008,64.02,0.007,0.43,0.67
2024-09-27,Flat,77,5.43,31.31,31.45,81.29,0.008,65.03,0.007,0.44,0.67
2024-09-27,Flat,93,5.43,31.31,28.45,82.24,0.008,65.79,0.007,0.44,0.67
2024-09-27,V-Shape,62,5.7,31.31,34.45,80.33,0.008,64.27,0.007,0.46,0.67
2024-09-27,V-Shape,77,5.7,31.31,30.45,81.6,0.008,65.28,0.007,0.46,0.67
2024-09-27,V-Shape,93,5.7,31.31,27.45,82.55,0.008,66.04,0.007,0.47,0.67
2024-09-27,Inverted-V,62,5.86,31.31,33.46,80.65,0.009,64.52,0.007,0.47,0.67
2024-09-27,Inverted-V,77,5.86,31.31,29.46,81.92,0.009,65.53,0.007,0.48,0.67
2024-09-27,Inverted-V,93,5.86,31.31,26.46,82.87,0.009,66.29,0.007,0.48,0.67
2024-09-29,Flat,62,5.75,29.14,33.28,80.7,0.009,64.56,0.007,0.46,0.67
2024-09-29,Flat,77,5.75,29.14,29.28,81.97,0.009,65.58,0.007,0.47,0.67
2024-09-29,Flat,93,5.75,29.14,26.28,82.92,0.009,66.34,0.007,0.47,0.67
2024-09-29,V-Shape,62,6.04,29.14,32.29,81.02,0.009,64.82,0.008,0.49,0.67
2024-09-29,V-Shape,77,6.04,29.14,28.29,82.29,0.009,65.83,0.007,0.49,0.67
2024-09-29,V-Shape,93,6.04,29.14,25.29,83.24,0.009,66.59,0.007,0.5,0.67
2024-09-29,Inverted-V,62,6.21,29.14,31.3,81.33,0.009,65.07,0.008,0.5,0.67
2024-09-29,Inverted-V,77,6.21,29.14,27.3,82.6,0.009,66.08,0.008,0.51,0.67
2024-09-29,Inverted-V,93,6.21,29.14,24.3,83.55,0.009,66.84,0.008,0.51,0.67
2024-09-30,Flat,62,5.07,28.54,32.67,80.9,0.008,64.72,0.006,0.41,0.67
2024-09-30,Flat,77,5.07,28.54,28.67,82.17,0.008,65.73,0.006,0.41,0.67
2024-09-30,Flat,93,5.07,28.54,25.67,83.12,0.007,66.49,0.006,0.42,0.67
2024-09-30,V-Shape,62,5.33,28.54,31.67,81.21,0.008,64.97,0.007,0.43,0.67
2024-09-30,V-Shape,77,5.33,28.54,27.67,82.48,0.008,65.99,0.007,0.44,0.67
2024-09-30,V-Shape,93,5.33,28.54,24.67,83.43,0.008,66.75,0.007,0.44,0.67
2024-09-30,Inverted-V,62,5.48,28.54,30.68,81.53,0.008,65.22,0.007,0.44,0.67
2024-09-30,Inverted-V,77,5.48,28.54,26.68,82.8,0.008,66.24,0.007,0.45,0.67
2024-09-30,Inverted-V,93,5.48,28.54,23.68,83.75,0.008,67.0,0.007,0.45,0.67
2024-10-02,Flat,62,5.23,27.75,31.88,81.15,0.008,64.92,0.007,0.42,0.67
2024-10-02,Flat,77,5.23,27.75,27.88,82.42,0.008,65.93,0.006,0.43,0.67
2024-10-02,Flat,93,5.23,27.75,24.88,83.37,0.008,66.69,0.006,0.43,0.67
2024-10-02,V-Shape,62,5.49,27.75,30.89,81.46,0.008,65.17,0.007,0.45,0.67
2024-10-02,V-Shape,77,5.49,27.75,26.89,82.73,0.008,66.18,0.007,0.45,0.67
2024-10-02,V-Shape,93,5.49,27.75,23.89,83.68,0.008,66.94,0.007,0.45,0.67
2024-10-02,Inverted-V,62,5.65,27.75,29.89,81.78,0.008,65.42,0.007,0.46,0.67
